Subject,Block,Trial,Assistance,Training,ergodicity,error,successtime,tts,PAA,srate,mergodicity,merror,msuccesstime,mtts
14,6,3,1,1,0.923476,0.690051,0,30.008333,0.117092,0.5666666667,0.8643497333,0.7062728333,0.2266666333,27.1477775667
14,12,4,0,1,0.749932,0.643611,0,30.008333,0.194784,0.2333333333,0.6367496333,0.6057995667,0.1322222667,27.1538886
14,6,4,1,1,0.82547,0.700926,0.066667,25.058332,0.118757,0.5666666667,0.8643497333,0.7062728333,0.2266666333,27.1477775667
14,12,5,0,1,0.828965,0.666337,0,30.008333,0.2303,0.2333333333,0.6367496333,0.6057995667,0.1322222667,27.1538886
14,6,5,1,1,0.841459,0.676658,0,30.008333,0.118757,0.5666666667,0.8643497333,0.7062728333,0.2266666333,27.1477775667
15,7,1,0,1,0.91399,0.719627,0,30.008333,0.221421,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,1,1,1,1,0.694422,0.688542,0.666667,19.058332,0.187014,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,7,2,0,1,0.603374,0.593729,0.716667,7.341667,0.236959,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,1,2,1,1,0.531456,0.58397,0.85,24.924999,0.215871,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,7,3,0,1,0.586933,0.589304,0.15,17.208334,0.233629,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,1,3,1,1,0.567337,0.57271,0.333333,10.708333,0.123196,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,7,4,0,1,0.851962,0.663606,0,30.008333,0.221976,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,1,4,1,1,0.70432,0.646694,0.116667,19.041666,0.154828,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,7,5,0,1,0.669609,0.590249,0,30.008333,0.23141,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,1,5,1,1,0.5001,0.554675,2.35,12.775,0.163152,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,8,1,0,1,0.660702,0.614144,0,30.008333,0.193119,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,2,1,1,1,0.753255,0.645513,0.233333,24.108334,0.155383,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,8,2,0,1,0.594219,0.598775,1.1,26.924999,0.26859,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,2,2,1,1,0.637534,0.638679,0.116667,22.575001,0.179245,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,8,3,0,1,0.667755,0.59874,0.1,24.391666,0.326304,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,2,3,1,1,0.590294,0.613068,0.5,22.575001,0.156493,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,8,4,0,1,0.5878,0.571445,0,30.008333,0.280244,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,2,4,1,1,0.389134,0.517553,1.266667,10.275,0.228635,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,8,5,0,1,0.972741,0.705425,0,30.008333,0.261931,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,2,5,1,1,0.566374,0.611377,1.033333,14.291667,0.127636,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,9,1,0,1,0.663438,0.618947,0,30.008333,0.240844,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,3,1,1,1,0.489774,0.561861,0.866667,14.825,0.187014,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,9,2,0,1,0.665903,0.602942,0,30.008333,0.270255,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,3,2,1,1,0.467265,0.522335,1.433333,10.241667,0.210877,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,9,3,0,1,0.855153,0.673229,0,30.008333,0.217536,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,3,3,1,1,0.589975,0.57726,0.733333,19.791666,0.167592,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,9,4,0,1,0.748927,0.628195,0.183333,26.725,0.22808,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,3,4,1,1,0.617164,0.606144,0,30.008333,0.163152,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,9,5,0,1,0.634494,0.6064,0.516667,13.141666,0.296337,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,3,5,1,1,0.49347,0.542664,0,30.008333,0.22919,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,10,1,0,1,0.72876,0.634254,0.666667,15.975,0.207547,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,4,1,1,1,0.715838,0.647703,0,30.008333,0.122642,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,10,2,0,1,0.665899,0.596455,0,30.008333,0.173696,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,4,2,1,1,0.400321,0.506619,1.333333,5.925,0.228635,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,10,3,0,1,1.011371,0.729392,0,30.008333,0.243618,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,4,3,1,1,0.386726,0.500157,0.766667,6.025,0.153718,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,10,4,0,1,0.932026,0.704088,0,30.008333,0.207547,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,4,4,1,1,0.780935,0.666019,0.083333,18.308332,0.123751,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,10,5,0,1,0.711279,0.621974,0,30.008333,0.253607,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,4,5,1,1,0.854229,0.698154,0.283333,28.475,0.129856,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,11,1,0,1,1.000095,0.717207,0,30.008333,0.203663,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,5,1,1,1,0.473264,0.526184,0.316667,12.908334,0.163707,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,11,2,0,1,0.616702,0.591977,0,30.008333,0.239734,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,5,2,1,1,0.489024,0.550372,1.266667,4.675,0.199778,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,11,3,0,1,0.582636,0.576649,0,30.008333,0.282464,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,5,3,1,1,0.514312,0.5718,0,30.008333,0.172586,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,11,4,0,1,0.699361,0.597735,0,30.008333,0.346282,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,5,4,1,1,0.54491,0.611686,0.933333,10.708333,0.189789,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,11,5,0,1,0.717926,0.638128,0,30.008333,0.237514,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,5,5,1,1,0.519961,0.566713,1.816667,13.708333,0.167592,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,12,1,0,1,0.585602,0.573126,0,30.008333,0.2303,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,6,1,1,1,0.370048,0.532698,4.416667,12.975,0.204218,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,12,2,0,1,0.753729,0.628546,0,30.008333,0.341287,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,6,2,1,1,0.619906,0.593935,0.066667,16.725,0.165372,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,12,3,0,1,0.714309,0.59611,0,30.008333,0.181465,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,6,3,1,1,0.39978,0.509783,1.35,9.508333,0.204772,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,12,4,0,1,0.647245,0.59747,0,30.008333,0.285794,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,6,4,1,1,0.552544,0.552658,0,30.008333,0.192009,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
15,12,5,0,1,1.102735,0.73418,0,30.008333,0.18424,0.2333333333,0.7382225,0.6304016,0.1144444667,27.3966663667
15,6,5,1,1,0.476879,0.527829,0.383333,7.075,0.18313,0.8333333333,0.5563517,0.5815118333,0.7838889,17.4083332
16,1,1,0,0,1.073713,0.741457,0,30.008333,0.207547,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,7,1,1,0,0.210617,0.461326,9.833333,6.291667,0.306326,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,1,2,0,0,0.739864,0.653798,0.633333,4.308333,0.345172,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,7,2,1,0,0.342273,0.507225,4.5,11.691667,0.2697,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,1,3,0,0,0.738904,0.633003,0.133333,10.475,0.325749,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,7,3,1,0,0.438301,0.555444,2.25,19.025,0.227525,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,1,4,0,0,0.865448,0.666469,0,30.008333,0.36071,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,7,4,1,0,0.215687,0.476401,9.9,8.375,0.304661,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,1,5,0,0,0.781377,0.646987,0.483333,22.975,0.294118,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,7,5,1,0,0.546783,0.562172,0.616667,15.075,0.219756,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,2,1,0,0,0.789577,0.650961,0.016667,17.858334,0.340178,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,8,1,1,0,0.249383,0.471771,6.516667,7.425,0.269145,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,2,2,0,0,0.79706,0.637473,0,30.008333,0.315205,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,8,2,1,0,0.2127,0.464502,8.866667,7.975,0.274695,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,2,3,0,0,0.69231,0.610198,0,30.008333,0.334073,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,8,3,1,0,0.469281,0.540181,2.05,16.375,0.203663,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,2,4,0,0,0.470667,0.560718,4.133333,11.358334,0.345727,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,8,4,1,0,0.196636,0.465008,10.483333,6.658333,0.316315,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,2,5,0,0,0.779316,0.625077,0,30.008333,0.369034,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,8,5,1,0,0.41335,0.548754,2.583333,9.741667,0.219756,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,3,1,0,0,0.827547,0.64485,0.066667,20.208334,0.384573,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,9,1,1,0,0.800165,0.637456,0,30.008333,0.130411,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,3,2,0,0,0.699798,0.609858,0,30.008333,0.36515,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,9,2,1,0,0.417877,0.529795,1.766667,10.558333,0.233629,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,3,3,0,0,0.572771,0.584956,0.266667,9.458333,0.36404,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,9,3,1,0,0.47454,0.541419,1.2,19.791666,0.214206,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,3,4,0,0,0.713629,0.617958,0,30.008333,0.331299,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,9,4,1,0,0.321521,0.488343,3.3,11.558333,0.219756,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,3,5,0,0,0.69986,0.613266,0,30.008333,0.292453,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,9,5,1,0,0.465474,0.564673,1.883333,15.958333,0.179245,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,4,1,0,0,0.800308,0.647845,0,30.008333,0.298002,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,10,1,1,0,0.459491,0.534156,0.916667,13.075,0.234184,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,4,2,0,0,0.664439,0.600566,0,30.008333,0.279689,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,10,2,1,0,0.562878,0.59041,2,24.375,0.215316,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,4,3,0,0,0.71903,0.633169,0.333333,18.741667,0.326304,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,10,3,1,0,0.331282,0.496335,4.133333,8.358334,0.245838,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,4,4,0,0,0.651369,0.589764,0,30.008333,0.27414,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,10,4,1,0,0.865985,0.701057,0,30.008333,0.109878,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,4,5,0,0,0.607578,0.597133,1.15,13.441667,0.296337,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,10,5,1,0,0.50603,0.571638,2.483333,8.725,0.217536,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,5,1,0,0,0.656179,0.60389,0.166667,3.741667,0.346282,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,11,1,1,0,0.418113,0.539306,4.55,14.358334,0.195339,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,5,2,0,0,0.671995,0.602421,0,30.008333,0.337958,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,11,2,1,0,0.380659,0.530624,4.816667,13.108334,0.22697,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,5,3,0,0,0.653247,0.601567,0.316667,16.308332,0.316315,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,11,3,1,0,0.467153,0.56193,2.333333,21.341667,0.193119,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,5,4,0,0,0.505738,0.560261,1.516667,6.658333,0.389012,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,11,4,1,0,0.484277,0.567399,2.433333,10.975,0.196448,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,5,5,0,0,0.6925,0.607658,0,30.008333,0.325749,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,11,5,1,0,0.258885,0.501333,7.383333,10.175,0.301332,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,6,1,0,0,0.620938,0.590038,0.183333,5.975,0.374029,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,12,1,1,0,0.364501,0.53304,3.716667,13.125,0.204218,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,6,2,0,0,0.6397,0.596627,0.833333,7.008333,0.355161,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,12,2,1,0,0.3624,0.522688,4.55,15.075,0.208657,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,6,3,0,0,0.676422,0.601816,0,30.008333,0.330744,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,12,3,1,0,0.419751,0.572423,4.45,15.825,0.258602,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,6,4,0,0,0.658188,0.598984,0,30.008333,0.339068,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,12,4,1,0,0.383207,0.521042,4.116667,14.075,0.27081,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
16,6,5,0,0,0.567015,0.568835,0,30.008333,0.334628,0.4666666667,0.7008829,0.6165867667,0.3411111,21.6216665
16,12,5,1,0,0.268627,0.467393,7.133333,12.075,0.27414,0.9333333333,0.4102609,0.5341748,4.0255555333,14.0394444667
17,7,1,0,1,0.70293,0.62261,1.3,20.991667,0.344617,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,1,1,1,1,0.480665,0.603399,3.833333,14.825,0.241953,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,7,2,0,1,0.694064,0.621036,0,30.008333,0.293008,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,1,2,1,1,0.687906,0.657809,2.166667,23.791666,0.189234,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,7,3,0,1,0.554342,0.590756,0.883333,12.441667,0.301887,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,1,3,1,1,0.646582,0.626684,1.7,24.158333,0.211432,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,7,4,0,1,0.590914,0.589528,0,30.008333,0.240844,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,1,4,1,1,0.317238,0.532589,5.266667,15.991667,0.27636,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,7,5,0,1,0.505225,0.560659,0.916667,23.141666,0.300222,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,1,5,1,1,0.550913,0.616488,2.683333,17.408333,0.236959,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,8,1,0,1,0.649949,0.601432,0,30.008333,0.278024,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,2,1,1,1,0.540543,0.627047,4.116667,21.941668,0.240844,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,8,2,0,1,0.616033,0.59101,0.666667,14.541667,0.285239,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,2,2,1,1,0.719512,0.675356,0.75,22.758333,0.251387,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,8,3,0,1,0.604758,0.604503,0,30.008333,0.263041,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,2,3,1,1,0.802427,0.716988,0.8,22.975,0.22364,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,8,4,0,1,0.539431,0.570069,0.966667,23.958334,0.31687,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,2,4,1,1,0.735707,0.668035,0.45,23.791666,0.187569,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,8,5,0,1,0.565139,0.576776,0,30.008333,0.271365,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,2,5,1,1,0.652901,0.641443,0.683333,27.041666,0.230855,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,9,1,0,1,0.707447,0.640836,0,30.008333,0.235294,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,3,1,1,1,0.696125,0.687218,2.2,23.358334,0.235849,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,9,2,0,1,0.606947,0.588977,0.833333,24.091667,0.286349,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,3,2,1,1,0.591225,0.640426,2.416667,22.174999,0.241953,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,9,3,0,1,0.593632,0.586341,0.666667,9.875,0.305216,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,3,3,1,1,0.446226,0.583062,3.466667,18.708334,0.290788,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,9,4,0,1,0.550486,0.577759,0,30.008333,0.201443,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,3,4,1,1,0.963675,0.767583,0,30.008333,0.215316,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,9,5,0,1,0.505553,0.565819,1.1,10.875,0.289123,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,3,5,1,1,0.492148,0.605265,2.466667,13.558333,0.276915,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,10,1,0,1,0.609254,0.594161,0,30.008333,0.292453,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,4,1,1,1,0.652768,0.64092,0.333333,19.075001,0.238069,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,10,2,0,1,0.626912,0.609284,0,30.008333,0.243063,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,4,2,1,1,0.827095,0.70076,0.483333,23.708334,0.119312,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,10,3,0,1,0.606737,0.602796,0,30.008333,0.276915,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,4,3,1,1,0.74495,0.694767,1.95,26.008333,0.198113,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,10,4,0,1,0.520048,0.574495,0.6,17.075001,0.262486,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,4,4,1,1,0.943237,0.746404,0.883333,25.424999,0.233074,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,10,5,0,1,0.655192,0.609882,0.233333,29.791666,0.298002,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,4,5,1,1,0.813405,0.69975,1.366667,28.108334,0.18202,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,11,1,0,1,0.570129,0.5857,0.316667,19.525,0.249723,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,5,1,1,1,1.24946,0.835067,0,30.008333,0.162597,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,11,2,0,1,0.661,0.616712,0,30.008333,0.241953,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,5,2,1,1,0.971401,0.751227,0,30.008333,0.164262,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,11,3,0,1,0.614879,0.595916,0.15,12.241667,0.304661,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,5,3,1,1,1.296437,0.818288,0,30.008333,0.150388,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,11,4,0,1,0.544424,0.590119,0.066667,22.075001,0.280244,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,5,4,1,1,0.658131,0.680227,1.516667,19.558332,0.221976,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,11,5,0,1,0.589182,0.595799,0.116667,13.641666,0.315205,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,5,5,1,1,0.6975,0.683631,0.333333,21.225,0.189234,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,12,1,0,1,0.60487,0.586608,0,30.008333,0.27414,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,6,1,1,1,0.631081,0.666874,2.783333,18.408333,0.204772,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,12,2,0,1,0.590818,0.591406,0,30.008333,0.253607,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,6,2,1,1,0.751517,0.697198,0.4,26.475,0.200333,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,12,3,0,1,0.502762,0.579614,0.783333,12.258333,0.279689,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,6,3,1,1,0.654957,0.642856,1.483333,20.158333,0.210322,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,12,4,0,1,0.689039,0.61657,0,30.008333,0.327414,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,6,4,1,1,1.386104,0.849876,0,30.008333,0.141509,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
17,12,5,0,1,0.546042,0.594337,1.383333,17.375,0.309656,0.5333333333,0.5972712667,0.5943836667,0.3661111333,23.4672221333
17,6,5,1,1,0.632938,0.643754,1.566667,15.958333,0.177026,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,7,1,0,1,0.807355,0.652474,0.666667,28.508333,0.22364,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,1,1,1,1,0.480665,0.603399,3.833333,14.825,0.241953,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,7,2,0,1,0.687181,0.607519,0,30.008333,0.307436,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,1,2,1,1,0.687906,0.657809,2.166667,23.791666,0.189234,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,7,3,0,1,0.631605,0.594576,0,30.008333,0.279689,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,1,3,1,1,0.646582,0.626684,1.7,24.158333,0.211432,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,7,4,0,1,0.622735,0.595101,0,30.008333,0.235294,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,1,4,1,1,0.317238,0.532589,5.266667,15.991667,0.27636,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,7,5,0,1,0.771358,0.641221,0.483333,20.158333,0.305216,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,1,5,1,1,0.550913,0.616488,2.683333,17.408333,0.236959,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,8,1,0,1,0.718427,0.614425,0,30.008333,0.345727,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,2,1,1,1,0.540543,0.627047,4.116667,21.941668,0.240844,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,8,2,0,1,0.63402,0.589721,0.033333,28.174999,0.285794,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,2,2,1,1,0.719512,0.675356,0.75,22.758333,0.251387,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,8,3,0,1,0.628431,0.59926,2.416667,17.808332,0.363485,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,2,3,1,1,0.802427,0.716988,0.8,22.975,0.22364,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,8,4,0,1,0.767843,0.633311,0,30.008333,0.245283,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,2,4,1,1,0.735707,0.668035,0.45,23.791666,0.187569,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,8,5,0,1,0.454454,0.540412,3.383333,14.658334,0.363485,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,2,5,1,1,0.652901,0.641443,0.683333,27.041666,0.230855,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
18,9,1,0,1,0.643478,0.581682,0,30.008333,0.254162,0.3333333333,0.6793799333,0.6035692333,0.3116666667,26.5272219333
18,3,1,1,1,0.696125,0.687218,2.2,23.358334,0.235849,0.8333333333,0.7411591333,0.6800330333,1.5366666667,22.8877776333
