Subject,Set,Assistance,Group,ergodicity,error,successtime,tts,PAA,srate
1,1,0,1,0.82198800000000005,0.832866,0.0,30.000188999999999,1.0,0.033333333333333333
1,2,1,1,0.45180799999999999,0.64319400000000004,0.0,30.002209000000001,0.92503199999999997,0.033333333333333333
1,3,0,1,0.66534599999999999,0.76899899999999999,0.0,30.000260999999998,1.0,0.0
1,1,0,1,0.39491300000000001,0.60382800000000003,0.0,30.009922,1.0,0.033333333333333333
1,2,1,1,0.72401599999999999,0.76502700000000001,0.0,30.001927999999999,0.80774699999999999,0.033333333333333333
1,3,0,1,0.40461599999999998,0.60673299999999997,0.0,30.000710000000002,1.0,0.0
1,1,0,1,0.55219200000000002,0.70553999999999994,0.0,30.000520999999999,1.0,0.033333333333333333
1,2,1,1,0.72970699999999999,0.76600299999999999,0.0,30.007797,0.80263799999999996,0.033333333333333333
1,3,0,1,0.70655800000000002,0.77219400000000005,0.0,30.000439,1.0,0.0
1,1,0,1,0.56998599999999999,0.71352300000000002,0.0,30.000412000000001,1.0,0.033333333333333333
1,2,1,1,0.83489400000000002,0.83542000000000005,0.0,30.004089,0.70638299999999998,0.033333333333333333
1,3,0,1,0.57975699999999997,0.70824500000000001,0.0,30.000548999999999,1.0,0.0
1,1,0,1,0.52121899999999999,0.68209399999999998,0.0,30.000467,1.0,0.033333333333333333
1,2,1,1,0.815747,0.81803300000000001,0.0,30.002419,0.80158399999999996,0.033333333333333333
1,3,0,1,0.62248599999999998,0.75414599999999998,0.0,30.000471000000001,1.0,0.0
1,1,0,1,0.71699000000000002,0.76836899999999997,0.0,30.000546,1.0,0.033333333333333333
1,2,1,1,0.79584999999999995,0.82476899999999997,0.0,30.006101999999998,0.77196699999999996,0.033333333333333333
1,3,0,1,0.67411600000000005,0.74266900000000002,0.0,30.000416000000001,1.0,0.0
1,1,0,1,0.48757400000000001,0.69347499999999995,0.0,30.000502000000001,1.0,0.033333333333333333
1,2,1,1,0.45329199999999997,0.64067099999999999,0.0,30.003786000000002,0.74234,0.033333333333333333
1,3,0,1,0.49243199999999998,0.68246300000000004,0.0,30.000388999999998,1.0,0.0
1,1,0,1,0.51268199999999997,0.69223100000000004,0.0,30.001270000000002,1.0,0.033333333333333333
1,2,1,1,0.782219,0.81443299999999996,0.0,30.002399,0.74280599999999997,0.033333333333333333
1,3,0,1,0.41316999999999998,0.62015900000000002,0.0,30.001352000000001,1.0,0.0
1,1,0,1,0.69707600000000003,0.76881900000000003,0.0,30.000418,1.0,0.033333333333333333
1,2,1,1,0.41528500000000002,0.62790599999999996,0.0,30.002573000000002,0.80778700000000003,0.033333333333333333
1,3,0,1,0.38902300000000001,0.58760500000000004,0.0,30.000416000000001,1.0,0.0
1,1,0,1,0.75212100000000004,0.80043799999999998,0.0,30.000446,1.0,0.033333333333333333
1,2,1,1,0.73905200000000004,0.77412400000000003,0.0,30.004840999999999,0.81935800000000003,0.033333333333333333
1,3,0,1,0.70203400000000005,0.74885800000000002,0.0,30.000477,1.0,0.0
1,1,0,1,0.709345,0.78757900000000003,0.0,30.000413999999999,1.0,0.033333333333333333
1,2,1,1,0.80630999999999997,0.81328299999999998,0.0,30.003046000000001,0.80135599999999996,0.033333333333333333
1,3,0,1,0.47256900000000002,0.65047999999999995,0.0,30.000447999999999,1.0,0.0
1,1,0,1,0.72016000000000002,0.78691100000000003,0.0,30.000430999999999,1.0,0.033333333333333333
1,2,1,1,0.74978,0.77633700000000005,0.0,30.002434000000001,0.83904599999999996,0.033333333333333333
1,3,0,1,0.70844399999999996,0.75851100000000005,0.0,30.000506999999999,1.0,0.0
1,1,0,1,0.82534300000000005,0.83325000000000005,0.0,30.000502000000001,1.0,0.033333333333333333
1,2,1,1,0.76076600000000005,0.78563799999999995,0.0,30.000547000000001,0.93099900000000002,0.033333333333333333
1,3,0,1,0.700465,0.74809499999999995,0.0,30.000494,1.0,0.0
1,1,0,1,0.67978700000000003,0.74228899999999998,0.0,30.000443000000001,1.0,0.033333333333333333
1,2,1,1,0.743923,0.77007499999999995,0.0,30.001298999999999,0.95955900000000005,0.033333333333333333
1,3,0,1,0.69696599999999997,0.75823399999999996,0.0,30.000381000000001,1.0,0.0
1,1,0,1,0.72010300000000005,0.77639499999999995,0.0,30.000392999999999,1.0,0.033333333333333333
1,2,1,1,0.75819000000000003,0.783389,0.0,30.003064999999999,0.97168299999999996,0.033333333333333333
1,3,0,1,0.64044599999999996,0.72048800000000002,0.0,30.000477,1.0,0.0
1,1,0,1,0.37163499999999999,0.58770999999999995,0.0,30.000494,1.0,0.033333333333333333
1,2,1,1,0.68967500000000004,0.74024500000000004,0.0,30.002838000000001,0.96814299999999998,0.033333333333333333
1,3,0,1,0.45542500000000002,0.64856999999999998,0.0,30.000586999999999,1.0,0.0
1,1,0,1,0.49691200000000002,0.67066899999999996,0.0,30.000498,1.0,0.033333333333333333
1,2,1,1,0.38802999999999999,0.59956600000000004,0.0,30.005763999999999,0.94858399999999998,0.033333333333333333
1,3,0,1,0.68651899999999999,0.73762099999999997,0.0,30.000423000000001,1.0,0.0
1,1,0,1,0.793906,0.81835100000000005,0.0,30.000444000000002,1.0,0.033333333333333333
1,2,1,1,0.41637600000000002,0.63323099999999999,0.089999999999999997,18.211646999999999,0.86442099999999999,0.033333333333333333
1,3,0,1,0.74782000000000004,0.77612199999999998,0.0,30.000509000000001,1.0,0.0
1,1,0,1,0.643764,0.76179300000000005,0.0,30.000451999999999,1.0,0.033333333333333333
1,2,1,1,0.78543499999999999,0.79713999999999996,0.0,30.004622999999999,0.87629400000000002,0.033333333333333333
1,3,0,1,0.70950999999999997,0.75157499999999999,0.0,30.000637000000001,1.0,0.0
1,1,0,1,0.64746199999999998,0.75261900000000004,0.0,30.001497000000001,1.0,0.033333333333333333
1,2,1,1,0.678145,0.73137300000000005,0.0,30.005569000000001,0.91842900000000005,0.033333333333333333
1,3,0,1,0.76601699999999995,0.77489600000000003,0.0,30.000793000000002,1.0,0.0
1,1,0,1,0.54687699999999995,0.708314,0.0,30.000353,1.0,0.033333333333333333
1,2,1,1,0.74581799999999998,0.773899,0.0,30.003059,0.89911799999999997,0.033333333333333333
1,3,0,1,0.51725100000000002,0.68039400000000005,0.0,30.000444000000002,1.0,0.0
1,1,0,1,0.471028,0.65152900000000002,0.0,30.000429,1.0,0.033333333333333333
1,2,1,1,0.60303399999999996,0.72706400000000004,0.0,30.005897999999998,0.92415599999999998,0.033333333333333333
1,3,0,1,0.61740300000000004,0.715974,0.0,30.00046,1.0,0.0
1,1,0,1,0.71460100000000004,0.75511399999999995,0.0,30.000354999999999,1.0,0.033333333333333333
1,2,1,1,0.725603,0.76615299999999997,0.0,30.003305000000001,0.87942100000000001,0.033333333333333333
1,3,0,1,0.71779099999999996,0.78728699999999996,0.0,30.000426999999998,1.0,0.0
1,1,0,1,0.36930099999999999,0.58779899999999996,0.0,30.000599000000001,1.0,0.033333333333333333
1,2,1,1,0.73963900000000005,0.76695999999999998,0.0,30.002098,0.91193500000000005,0.033333333333333333
1,3,0,1,0.38284299999999999,0.58873399999999998,0.0,30.000347000000001,1.0,0.0
1,1,0,1,0.55035299999999998,0.66231200000000001,0.0,30.000450000000001,1.0,0.033333333333333333
1,2,1,1,0.70107200000000003,0.75277000000000005,0.0,30.002623,0.95975900000000003,0.033333333333333333
1,3,0,1,0.48737399999999997,0.656196,0.0,30.000478999999999,1.0,0.0
1,1,0,1,0.57789299999999999,0.73353900000000005,0.35999999999999999,29.550379,1.0,0.033333333333333333
1,2,1,1,0.55432800000000004,0.690608,0.0,30.002223999999998,0.87242600000000003,0.033333333333333333
1,3,0,1,0.39267999999999997,0.59797999999999996,0.0,30.000499999999999,1.0,0.0
1,1,0,1,0.70277900000000004,0.76466800000000001,0.0,30.000475000000002,1.0,0.033333333333333333
1,2,1,1,0.528555,0.70304800000000001,0.0,30.003328,0.93534499999999998,0.033333333333333333
1,3,0,1,0.53344800000000003,0.68373399999999995,0.0,30.000451999999999,1.0,0.0
1,1,0,1,0.63638799999999995,0.72939900000000002,0.0,30.000596999999999,1.0,0.033333333333333333
1,2,1,1,0.60230899999999998,0.70967499999999994,0.0,30.001633000000002,0.99493399999999999,0.033333333333333333
1,3,0,1,0.671485,0.72759099999999999,0.0,30.000456,1.0,0.0
1,1,0,1,0.32847399999999999,0.57126900000000003,0.0,30.000563,1.0,0.033333333333333333
1,2,1,1,0.60609999999999997,0.704453,0.0,30.001421000000001,0.95491000000000004,0.033333333333333333
1,3,0,1,0.53185199999999999,0.67356099999999997,0.0,30.000537999999999,1.0,0.0
1,1,0,1,0.52228200000000002,0.690249,0.0,30.000416000000001,1.0,0.033333333333333333
1,2,1,1,0.73386499999999999,0.76446599999999998,0.0,30.004024999999999,0.95604999999999996,0.033333333333333333
1,3,0,1,0.60780500000000004,0.68613100000000005,0.0,30.000616000000001,1.0,0.0
2,1,0,1,0.48308000000000001,0.69938999999999996,0.0,30.00029,1.0,0.0
2,2,1,1,0.42258499999999999,0.63482099999999997,0.0,30.004519999999999,0.97337099999999999,0.033333333333333333
2,3,0,1,0.43926300000000001,0.64651800000000004,0.0,30.000236999999998,1.0,0.0
2,1,0,1,0.49622899999999998,0.67564800000000003,0.0,30.000463,1.0,0.0
2,2,1,1,0.59328599999999998,0.74465999999999999,0.0,30.007114000000001,0.99664399999999997,0.033333333333333333
2,3,0,1,0.397316,0.62803500000000001,0.0,30.000505,1.0,0.0
2,1,0,1,0.62970599999999999,0.746973,0.0,30.000858000000001,1.0,0.0
2,2,1,1,0.51817599999999997,0.69942199999999999,0.0,30.003392999999999,0.91855699999999996,0.033333333333333333
2,3,0,1,0.39067099999999999,0.61422200000000005,0.0,30.000374000000001,1.0,0.0
2,1,0,1,0.381936,0.60343899999999995,0.0,30.000541999999999,1.0,0.0
2,2,1,1,0.41360400000000003,0.63243899999999997,0.0,30.00421,0.87368400000000002,0.033333333333333333
2,3,0,1,0.39422099999999999,0.618645,0.0,30.000502000000001,1.0,0.0
2,1,0,1,0.67178400000000005,0.76662300000000005,0.0,30.000473,1.0,0.0
2,2,1,1,0.397505,0.60339500000000001,0.0,30.001673,0.85994800000000005,0.033333333333333333
2,3,0,1,0.376112,0.60293099999999999,0.0,30.000347000000001,1.0,0.0
2,1,0,1,0.66072200000000003,0.76680000000000004,0.0,30.000509000000001,1.0,0.0
2,2,1,1,0.85077700000000001,0.84736500000000003,0.0,30.004047,0.81609200000000004,0.033333333333333333
2,3,0,1,0.37542900000000001,0.60409999999999997,0.0,30.000451999999999,1.0,0.0
2,1,0,1,0.76444100000000004,0.82581099999999996,0.0,30.000412000000001,1.0,0.0
2,2,1,1,0.59874899999999998,0.73258100000000004,0.0,30.002714000000001,0.90874699999999997,0.033333333333333333
2,3,0,1,0.40929900000000002,0.62737600000000004,0.0,30.000409999999999,1.0,0.0
2,1,0,1,0.82626699999999997,0.84426299999999999,0.0,30.000399000000002,1.0,0.0
2,2,1,1,0.79928999999999994,0.81652000000000002,0.0,30.006848999999999,0.85583900000000002,0.033333333333333333
2,3,0,1,0.422039,0.63568400000000003,0.0,30.000319999999999,1.0,0.0
2,1,0,1,0.83250199999999996,0.84319,0.0,30.000416000000001,1.0,0.0
2,2,1,1,0.42127999999999999,0.63667600000000002,0.0,30.003260000000001,0.64995999999999998,0.033333333333333333
2,3,0,1,0.38846399999999998,0.61468199999999995,0.0,30.000319000000001,1.0,0.0
2,1,0,1,0.89085999999999999,0.87927699999999998,0.0,30.000489999999999,1.0,0.0
2,2,1,1,0.41501399999999999,0.63488500000000003,0.0,30.003969000000001,0.59821800000000003,0.033333333333333333
2,3,0,1,0.39165800000000001,0.60461200000000004,0.0,30.000526000000001,1.0,0.0
2,1,0,1,0.90410800000000002,0.90069699999999997,0.0,30.000475000000002,1.0,0.0
2,2,1,1,0.58724900000000002,0.73469200000000001,0.0,30.004567999999999,0.74180699999999999,0.033333333333333333
2,3,0,1,0.37312600000000001,0.59544200000000003,0.0,30.000451999999999,1.0,0.0
2,1,0,1,0.626915,0.76934599999999997,0.0,30.000451999999999,1.0,0.0
2,2,1,1,0.8488,0.84920099999999998,0.0,30.003323000000002,0.58003099999999996,0.033333333333333333
2,3,0,1,0.42139300000000002,0.62475999999999998,0.0,30.000404,1.0,0.0
2,1,0,1,0.85139200000000004,0.85538700000000001,0.0,30.000516999999999,1.0,0.0
2,2,1,1,0.79146499999999997,0.80137400000000003,0.0,30.004640999999999,0.54745100000000002,0.033333333333333333
2,3,0,1,0.45201400000000003,0.64406399999999997,0.0,30.000294,1.0,0.0
2,1,0,1,0.79693599999999998,0.82310799999999995,0.0,30.000439,1.0,0.0
2,2,1,1,0.68046399999999996,0.75885999999999998,0.0,30.002638000000001,0.71654300000000004,0.033333333333333333
2,3,0,1,0.43264599999999998,0.63617400000000002,0.0,30.000401,1.0,0.0
2,1,0,1,0.84860800000000003,0.85465800000000003,0.0,30.000893000000001,1.0,0.0
2,2,1,1,0.34523999999999999,0.57425099999999996,0.0,30.002541000000001,0.57064400000000004,0.033333333333333333
2,3,0,1,0.39612900000000001,0.60841500000000004,0.0,30.000558999999999,1.0,0.0
2,1,0,1,0.40838799999999997,0.61690699999999998,0.0,30.000404,1.0,0.0
2,2,1,1,0.41823100000000002,0.62415900000000002,0.0,30.003243999999999,0.61205799999999999,0.033333333333333333
2,3,0,1,0.39859099999999997,0.61103399999999997,0.0,30.000402000000001,1.0,0.0
2,1,0,1,0.82708400000000004,0.84250999999999998,0.0,30.000805,1.0,0.0
2,2,1,1,0.39293699999999998,0.59678500000000001,0.0,30.003329999999998,0.74148800000000004,0.033333333333333333
2,3,0,1,0.334787,0.57318999999999998,0.0,30.000360000000001,1.0,0.0
2,1,0,1,0.30938100000000002,0.56999599999999995,0.0,30.000499999999999,1.0,0.0
2,2,1,1,0.36208200000000001,0.58710600000000002,0.0,30.003347000000002,0.70948100000000003,0.033333333333333333
2,3,0,1,0.40828900000000001,0.61146199999999995,0.0,30.000419999999998,1.0,0.0
2,1,0,1,0.83063600000000004,0.84700900000000001,0.0,30.000397,1.0,0.0
2,2,1,1,0.37760300000000002,0.59017900000000001,0.0,30.008265999999999,0.65443499999999999,0.033333333333333333
2,3,0,1,0.36152499999999999,0.59660599999999997,0.0,30.000298000000001,1.0,0.0
2,1,0,1,0.53448799999999996,0.71751799999999999,0.0,30.000437000000002,1.0,0.0
2,2,1,1,0.35492499999999999,0.57091499999999995,0.0,30.002897000000001,0.64170499999999997,0.033333333333333333
2,3,0,1,0.39538200000000001,0.61606099999999997,0.0,30.000530000000001,1.0,0.0
2,1,0,1,0.50256100000000004,0.68363300000000005,0.0,30.000416000000001,1.0,0.0
2,2,1,1,0.38810600000000001,0.59806700000000002,0.0,30.002490999999999,0.69596599999999997,0.033333333333333333
2,3,0,1,0.39614899999999997,0.61133300000000002,0.0,30.000471000000001,1.0,0.0
2,1,0,1,0.80868899999999999,0.83206400000000003,0.0,30.00046,1.0,0.0
2,2,1,1,0.36835899999999999,0.58649799999999996,0.0,30.001995000000001,0.63767499999999999,0.033333333333333333
2,3,0,1,0.39784799999999998,0.62178599999999995,0.0,30.000446,1.0,0.0
2,1,0,1,0.70057499999999995,0.76561100000000004,0.0,30.000388999999998,1.0,0.0
2,2,1,1,0.50145099999999998,0.69095700000000004,0.0,30.002341999999999,0.724746,0.033333333333333333
2,3,0,1,0.44029699999999999,0.64566100000000004,0.0,30.000471000000001,1.0,0.0
2,1,0,1,0.718754,0.78465600000000002,0.0,30.000523000000001,1.0,0.0
2,2,1,1,0.322903,0.556979,0.0,30.002313999999998,0.58515499999999998,0.033333333333333333
2,3,0,1,0.412605,0.62380800000000003,0.0,30.000463,1.0,0.0
2,1,0,1,0.40381499999999998,0.62116300000000002,0.0,30.000520999999999,1.0,0.0
2,2,1,1,0.32538099999999998,0.55414200000000002,0.0,30.004435999999998,0.68842499999999995,0.033333333333333333
2,3,0,1,0.41474699999999998,0.62980599999999998,0.0,30.000630999999998,1.0,0.0
2,1,0,1,0.42746699999999999,0.62773800000000002,0.0,30.001456999999998,1.0,0.0
2,2,1,1,0.35811500000000002,0.58325400000000005,0.0,30.005590000000002,0.72423999999999999,0.033333333333333333
2,3,0,1,0.439969,0.64840399999999998,0.0,30.00038,1.0,0.0
2,1,0,1,0.63702099999999995,0.74659200000000003,0.0,30.000457999999998,1.0,0.0
2,2,1,1,0.35651899999999997,0.60624100000000003,0.77000000000000002,28.422134,0.85829599999999995,0.033333333333333333
2,3,0,1,0.39666499999999999,0.613371,0.0,30.000433000000001,1.0,0.0
2,1,0,1,0.43434,0.63409700000000002,0.0,30.000402000000001,1.0,0.0
2,2,1,1,0.37812600000000002,0.60579300000000003,0.0,30.003025000000001,0.73633599999999999,0.033333333333333333
2,3,0,1,0.42062500000000003,0.63564799999999999,0.0,30.000516999999999,1.0,0.0
2,1,0,1,0.40378399999999998,0.61296099999999998,0.0,30.000464999999998,1.0,0.0
2,2,1,1,0.49528899999999998,0.66353899999999999,0.0,30.003038,0.78089600000000003,0.033333333333333333
2,3,0,1,0.40632299999999999,0.61996899999999999,0.0,30.000422,1.0,0.0
2,1,0,1,0.40635500000000002,0.616317,0.0,30.000429,1.0,0.0
2,2,1,1,0.54186999999999996,0.709816,0.0,30.002354,0.79630500000000004,0.033333333333333333
2,3,0,1,0.41733700000000001,0.62459600000000004,0.0,30.000408,1.0,0.0
3,1,0,0,0.528474,0.65370099999999998,0.0,30.000294,1.0,0.26666666666666666
3,2,0,0,0.33501999999999998,0.57561099999999998,0.25,27.88026,1.0,0.5
3,3,0,0,0.34181800000000001,0.571488,1.29,24.360298,1.0,0.43333333333333335
3,1,0,0,0.42188300000000001,0.62120699999999995,0.0,30.000401,1.0,0.26666666666666666
3,2,0,0,0.31857099999999999,0.57557999999999998,0.0,30.000574,1.0,0.5
3,3,0,0,0.49779200000000001,0.67203800000000002,0.0,30.000439,1.0,0.43333333333333335
3,1,0,0,0.37,0.59929900000000003,0.0,30.001581000000002,1.0,0.26666666666666666
3,2,0,0,0.299599,0.57027300000000003,2.8900000000000001,13.951413000000001,1.0,0.5
3,3,0,0,0.45474100000000001,0.64364699999999997,0.32000000000000001,27.840467,1.0,0.43333333333333335
3,1,0,0,0.56669899999999995,0.695106,0.0,30.000430999999999,1.0,0.26666666666666666
3,2,0,0,0.344055,0.59272499999999995,0.81999999999999995,27.870419999999999,1.0,0.5
3,3,0,0,0.36459000000000003,0.60200399999999998,0.0,30.00046,1.0,0.43333333333333335
3,1,0,0,0.53029599999999999,0.70297100000000001,0.0,30.000457999999998,1.0,0.26666666666666666
3,2,0,0,0.307452,0.56375299999999995,1.79,16.150531999999998,1.0,0.5
3,3,0,0,0.41348299999999999,0.60525399999999996,0.0,30.000381000000001,1.0,0.43333333333333335
3,1,0,0,0.34026400000000001,0.60075500000000004,1.45,12.760422999999999,1.0,0.26666666666666666
3,2,0,0,0.40445199999999998,0.60864399999999996,0.0,30.000475000000002,1.0,0.5
3,3,0,0,0.266181,0.54653300000000005,2.4100000000000001,9.9404240000000001,1.0,0.43333333333333335
3,1,0,0,0.578241,0.70358299999999996,0.0,30.000408,1.0,0.26666666666666666
3,2,0,0,0.50514800000000004,0.666767,0.0,30.000557000000001,1.0,0.5
3,3,0,0,0.39215100000000003,0.60782000000000003,0.0,30.000368000000002,1.0,0.43333333333333335
3,1,0,0,0.484039,0.66119899999999998,0.63,20.940422000000002,1.0,0.26666666666666666
3,2,0,0,0.346549,0.58442099999999997,0.0,30.000589000000002,1.0,0.5
3,3,0,0,0.46836100000000003,0.65074799999999999,0.0,30.000568000000001,1.0,0.43333333333333335
3,1,0,0,0.64626700000000004,0.73373299999999997,0.0,30.000311,1.0,0.26666666666666666
3,2,0,0,0.34133000000000002,0.57976399999999995,0.0,30.000527999999999,1.0,0.5
3,3,0,0,0.43619999999999998,0.61789099999999997,0.0,30.000359,1.0,0.43333333333333335
3,1,0,0,0.27874700000000002,0.55166000000000004,2.0299999999999998,16.670195,1.0,0.26666666666666666
3,2,0,0,0.273758,0.54212300000000002,1.73,21.680748000000001,1.0,0.5
3,3,0,0,0.509687,0.64514300000000002,0.0,30.000418,1.0,0.43333333333333335
3,1,0,0,0.62013200000000002,0.72794599999999998,0.0,30.009954,1.0,0.26666666666666666
3,2,0,0,0.325434,0.58477699999999999,1.5,13.330472,1.0,0.5
